Model,MSO3012
Firmware Version,2.40

Waveform Type,ANALOG,
Point Format,Y,
Horizontal Units,s,
Horizontal Scale,4e-05,
Horizontal Delay,0,
Sample Interval,4e-08,
Record Length,10000,
Gating,0.0% to 100.0%,
Probe Attenuation,1,
Vertical Units,V,
Vertical Offset,0,
Vertical Scale,0.05,
Vertical Position,-0.02,
,,
,,
,,
Label,,
TIME,CH1,CH2
-1.9440e-04,0.0141719,-0.350156
-1.9436e-04,0.0142109,-0.350156
-1.9432e-04,0.014375,-0.347344
-1.9428e-04,0.0143125,-0.358906
-1.9424e-04,0.0141953,-0.352812
-1.9420e-04,0.0147266,-0.36125
-1.9416e-04,0.0145469,-0.358906
-1.9412e-04,0.0148125,-0.374375
-1.9408e-04,0.0146328,-0.374844
-1.9404e-04,0.0154219,-0.37125
-1.9400e-04,0.0152891,-0.377188
-1.9396e-04,0.0154062,-0.38
-1.9392e-04,0.0154844,-0.3775
-1.9388e-04,0.0154844,-0.392344
-1.9384e-04,0.0150703,-0.385469
-1.9380e-04,0.0152891,-0.384375
-1.9376e-04,0.0158672,-0.377188
-1.9372e-04,0.0154062,-0.381562
-1.9368e-04,0.0155469,-0.380312
-1.9364e-04,0.0160625,-0.385156
-1.9360e-04,0.0163594,-0.391875
-1.9356e-04,0.0158203,-0.402656
-1.9352e-04,0.0161406,-0.397031
-1.9348e-04,0.0158438,-0.395
-1.9344e-04,0.0166953,-0.400313
-1.9340e-04,0.0165625,-0.410938
-1.9336e-04,0.0165625,-0.405
-1.9332e-04,0.0167969,-0.407031
-1.9328e-04,0.0166172,-0.404219
-1.9324e-04,0.0176719,-0.403438
-1.9320e-04,0.0165625,-0.408125
-1.9316e-04,0.016875,-0.419375
-1.9312e-04,0.0169219,-0.426094
-1.9308e-04,0.0171172,-0.416094
-1.9304e-04,0.0173125,-0.428906
-1.9300e-04,0.0176172,-0.416094
-1.9296e-04,0.0184297,-0.430937
-1.9292e-04,0.0174922,-0.436875
-1.9288e-04,0.0177344,-0.435312
-1.9284e-04,0.0179141,-0.432031
-1.9280e-04,0.0181328,-0.447656
-1.9276e-04,0.0180313,-0.444375
-1.9272e-04,0.0185313,-0.447188
-1.9268e-04,0.0183906,-0.447188
-1.9264e-04,0.0183672,-0.450781
-1.9260e-04,0.0190078,-0.448437
-1.9256e-04,0.0189063,-0.461875
-1.9252e-04,0.0190078,-0.449531
-1.9248e-04,0.0195469,-0.463125
-1.9244e-04,0.0188047,-0.467031
-1.9240e-04,0.0195234,-0.456406
-1.9236e-04,0.0190234,-0.4675
-1.9232e-04,0.0196016,-0.462656
-1.9228e-04,0.019625,-0.467813
-1.9224e-04,0.0197422,-0.4675
-1.9220e-04,0.0198047,-0.484219
-1.9216e-04,0.0197266,-0.484219
-1.9212e-04,0.0202188,-0.482969
-1.9208e-04,0.0203438,-0.485
-1.9204e-04,0.0205781,-0.4775
-1.9200e-04,0.0203594,-0.495
-1.9196e-04,0.0201406,-0.490625
-1.9192e-04,0.0209375,-0.498594
-1.9188e-04,0.0209609,-0.499375
-1.9184e-04,0.0211328,-0.496563
-1.9180e-04,0.0208984,-0.499375
-1.9176e-04,0.0211328,-0.510938
-1.9172e-04,0.0214531,-0.504844
-1.9168e-04,0.0211797,-0.504531
-1.9164e-04,0.0219922,-0.504844
-1.9160e-04,0.0211797,-0.515312
-1.9156e-04,0.0214531,-0.52125
-1.9152e-04,0.021375,-0.523594
-1.9148e-04,0.0214141,-0.531094
-1.9144e-04,0.0222891,-0.527188
-1.9140e-04,0.0219531,-0.527188
-1.9136e-04,0.0222109,-0.525937
-1.9132e-04,0.0219922,-0.535937
-1.9128e-04,0.0223516,-0.536406
-1.9124e-04,0.0225078,-0.537969
-1.9120e-04,0.0222344,-0.538281
-1.9116e-04,0.0228672,-0.545937
-1.9112e-04,0.0224922,-0.5475
-1.9108e-04,0.0230469,-0.551875
-1.9104e-04,0.0228047,-0.553125
-1.9100e-04,0.0231641,-0.548281
-1.9096e-04,0.0233437,-0.554688
-1.9092e-04,0.0233672,-0.552656
-1.9088e-04,0.0236406,-0.548594
-1.9084e-04,0.0239609,-0.568125
-1.9080e-04,0.0238594,-0.569688
-1.9076e-04,0.0239219,-0.560625
-1.9072e-04,0.0243203,-0.573281
-1.9068e-04,0.0243594,-0.58375
-1.9064e-04,0.0243594,-0.578594
-1.9060e-04,0.0248203,-0.564219
-1.9056e-04,0.0242031,-0.588125
-1.9052e-04,0.0246563,-0.568125
-1.9048e-04,0.0250391,-0.577344
-1.9044e-04,0.0249141,-0.587656
-1.9040e-04,0.0249141,-0.590781
-1.9036e-04,0.0252969,-0.585625
-1.9032e-04,0.0245156,-0.588125
-1.9028e-04,0.0262891,-0.584844
-1.9024e-04,0.0253906,-0.591719
-1.9020e-04,0.0263516,-0.603125
-1.9016e-04,0.0262266,-0.603594
-1.9012e-04,0.0256328,-0.607187
-1.9008e-04,0.0259531,-0.602812
-1.9004e-04,0.0257344,-0.609219
-1.9000e-04,0.0259141,-0.611563
-1.8996e-04,0.0267109,-0.606719
-1.8992e-04,0.0265703,-0.613906
-1.8988e-04,0.0270859,-0.614375
-1.8984e-04,0.0267891,-0.619062
-1.8980e-04,0.0266094,-0.624219
-1.8976e-04,0.0263672,-0.622344
-1.8972e-04,0.0265859,-0.620625
-1.8968e-04,0.0263672,-0.629062
-1.8964e-04,0.0267656,-0.619531
-1.8960e-04,0.0265703,-0.615938
-1.8956e-04,0.0269453,-0.61875
-1.8952e-04,0.0274609,-0.623906
-1.8948e-04,0.0276641,-0.632969
-1.8944e-04,0.0277031,-0.632188
-1.8940e-04,0.0277031,-0.641719
-1.8936e-04,0.028875,-0.634219
-1.8932e-04,0.0286172,-0.638594
-1.8928e-04,0.0282422,-0.652188
-1.8924e-04,0.0287578,-0.656563
-1.8920e-04,0.0282188,-0.662031
-1.8916e-04,0.0286406,-0.660469
-1.8912e-04,0.0283203,-0.652188
-1.8908e-04,0.0283203,-0.654062
-1.8904e-04,0.0289531,-0.648125
-1.8900e-04,0.0284375,-0.652969
-1.8896e-04,0.0287188,-0.66125
-1.8892e-04,0.0282969,-0.663281
-1.8888e-04,0.0293516,-0.667656
-1.8884e-04,0.0293906,-0.663281
-1.8880e-04,0.0297734,-0.677656
-1.8876e-04,0.0302891,-0.686719
-1.8872e-04,0.0299688,-0.694688
-1.8868e-04,0.0298516,-0.683906
-1.8864e-04,0.029375,-0.685156
-1.8860e-04,0.0297109,-0.693125
-1.8856e-04,0.0299922,-0.686406
-1.8852e-04,0.0307031,-0.68125
-1.8848e-04,0.0293906,-0.69
-1.8844e-04,0.0299922,-0.682344
-1.8840e-04,0.0302891,-0.691875
-1.8836e-04,0.03025,-0.695156
-1.8832e-04,0.0302109,-0.704688
-1.8828e-04,0.0312422,-0.701406
-1.8824e-04,0.0311484,-0.703125
-1.8820e-04,0.0309688,-0.701094
-1.8816e-04,0.0307031,-0.71375
-1.8812e-04,0.0308047,-0.704688
-1.8808e-04,0.0313437,-0.706719
-1.8804e-04,0.0309063,-0.709063
-1.8800e-04,0.0311016,-0.711406
-1.8796e-04,0.0314062,-0.720156
-1.8792e-04,0.0313672,-0.711406
-1.8788e-04,0.0317578,-0.728906
-1.8784e-04,0.0319219,-0.719063
-1.8780e-04,0.031625,-0.717812
-1.8776e-04,0.0318203,-0.726094
-1.8772e-04,0.0321797,-0.729375
-1.8768e-04,0.0318437,-0.736094
-1.8764e-04,0.0321172,-0.7225
-1.8760e-04,0.0323359,-0.745625
-1.8756e-04,0.0322422,-0.735781
-1.8752e-04,0.0319609,-0.735313
-1.8748e-04,0.03325,-0.745313
-1.8744e-04,0.0322422,-0.743281
-1.8740e-04,0.0326406,-0.728594
-1.8736e-04,0.0324609,-0.743281
-1.8732e-04,0.0329766,-0.746875
-1.8728e-04,0.0322969,-0.747969
-1.8724e-04,0.0336484,-0.737656
-1.8720e-04,0.0335703,-0.754062
-1.8716e-04,0.0336719,-0.756875
-1.8712e-04,0.0330156,-0.752344
-1.8708e-04,0.0333906,-0.750781
-1.8704e-04,0.0334922,-0.754375
-1.8700e-04,0.0331562,-0.750781
-1.8696e-04,0.0336484,-0.759219
-1.8692e-04,0.0329375,-0.765156
-1.8688e-04,0.0333359,-0.767969
-1.8684e-04,0.0338906,-0.761563
-1.8680e-04,0.0342891,-0.772344
-1.8676e-04,0.0338125,-0.769531
-1.8672e-04,0.03425,-0.769531
-1.8668e-04,0.0339687,-0.763594
-1.8664e-04,0.0343906,-0.769062
-1.8660e-04,0.0344062,-0.778281
-1.8656e-04,0.0344844,-0.779531
-1.8652e-04,0.0342266,-0.79375
-1.8648e-04,0.0347266,-0.787813
-1.8644e-04,0.0347031,-0.797813
-1.8640e-04,0.0346641,-0.789062
-1.8636e-04,0.0344844,-0.796562
-1.8632e-04,0.0350078,-0.791094
-1.8628e-04,0.0344297,-0.805312
-1.8624e-04,0.0347031,-0.789844
-1.8620e-04,0.0347656,-0.791406
-1.8616e-04,0.0352422,-0.806875
-1.8612e-04,0.0355625,-0.8125
-1.8608e-04,0.0350234,-0.808594
-1.8604e-04,0.0355625,-0.808906
-1.8600e-04,0.0358594,-0.816094
-1.8596e-04,0.0351641,-0.815625
-1.8592e-04,0.036,-0.814063
-1.8588e-04,0.0354453,-0.810156
-1.8584e-04,0.0356641,-0.825313
-1.8580e-04,0.0360781,-0.814844
-1.8576e-04,0.0352266,-0.819688
-1.8572e-04,0.0359219,-0.825625
-1.8568e-04,0.0358438,-0.822031
-1.8564e-04,0.0360234,-0.83125
-1.8560e-04,0.036,-0.822812
-1.8556e-04,0.0358203,-0.828438
-1.8552e-04,0.0364609,-0.830469
-1.8548e-04,0.0363359,-0.83125
-1.8544e-04,0.0366953,-0.826094
-1.8540e-04,0.0360391,-0.838437
-1.8536e-04,0.0369375,-0.837187
-1.8532e-04,0.0363984,-0.835156
-1.8528e-04,0.0368516,-0.843594
-1.8524e-04,0.0369922,-0.843125
-1.8520e-04,0.0365,-0.835938
-1.8516e-04,0.0368984,-0.842344
-1.8512e-04,0.0370156,-0.842344
-1.8508e-04,0.0366797,-0.842031
-1.8504e-04,0.0369922,-0.841562
-1.8500e-04,0.0375703,-0.846406
-1.8496e-04,0.0372344,-0.848281
-1.8492e-04,0.0372734,-0.847187
-1.8488e-04,0.0375156,-0.855938
-1.8484e-04,0.0380078,-0.857812
-1.8480e-04,0.0377734,-0.86625
-1.8476e-04,0.0375547,-0.852344
-1.8472e-04,0.0377344,-0.853906
-1.8468e-04,0.0382656,-0.863906
-1.8464e-04,0.0380078,-0.862187
-1.8460e-04,0.0385078,-0.879375
-1.8456e-04,0.0374922,-0.868594
-1.8452e-04,0.0382891,-0.87375
-1.8448e-04,0.0379922,-0.873437
-1.8444e-04,0.0382656,-0.874531
-1.8440e-04,0.0385469,-0.871875
-1.8436e-04,0.0384688,-0.88375
-1.8432e-04,0.0385234,-0.877344
-1.8428e-04,0.0389609,-0.879687
-1.8424e-04,0.0383672,-0.879687
-1.8420e-04,0.0384688,-0.881406
-1.8416e-04,0.0388828,-0.882969
-1.8412e-04,0.0387422,-0.880156
-1.8408e-04,0.0392266,-0.888594
-1.8404e-04,0.0393984,-0.879687
-1.8400e-04,0.0390859,-0.886875
-1.8396e-04,0.0391406,-0.886875
-1.8392e-04,0.0390469,-0.894844
-1.8388e-04,0.0397031,-0.902813
-1.8384e-04,0.0389219,-0.894844
-1.8380e-04,0.0394219,-0.894844
-1.8376e-04,0.0400156,-0.894531
-1.8372e-04,0.0392422,-0.896094
-1.8368e-04,0.0401563,-0.890938
-1.8364e-04,0.0396641,-0.893281
-1.8360e-04,0.0397031,-0.914844
-1.8356e-04,0.0402344,-0.902031
-1.8352e-04,0.0393438,-0.905156
-1.8348e-04,0.0403359,-0.9175
-1.8344e-04,0.0399766,-0.909687
-1.8340e-04,0.0405156,-0.905625
-1.8336e-04,0.0408516,-0.919531
-1.8332e-04,0.0395781,-0.914062
-1.8328e-04,0.0408125,-0.914844
-1.8324e-04,0.0401172,-0.91125
-1.8320e-04,0.0405781,-0.91875
-1.8316e-04,0.0405547,-0.914375
-1.8312e-04,0.0410547,-0.917188
-1.8308e-04,0.0403359,-0.911563
-1.8304e-04,0.0410156,-0.925156
-1.8300e-04,0.0410937,-0.940625
-1.8296e-04,0.0413516,-0.92
-1.8292e-04,0.0410703,-0.945
-1.8288e-04,0.0414297,-0.937813
-1.8284e-04,0.041375,-0.934688
-1.8280e-04,0.0414922,-0.935937
-1.8276e-04,0.0416484,-0.938281
-1.8272e-04,0.0414922,-0.92875
-1.8268e-04,0.0420469,-0.943906
-1.8264e-04,0.0415078,-0.933125
-1.8260e-04,0.0421094,-0.930625
-1.8256e-04,0.0416719,-0.946562
-1.8252e-04,0.0420703,-0.947031
-1.8248e-04,0.0417891,-0.947813
-1.8244e-04,0.0426641,-0.952969
-1.8240e-04,0.0416484,-0.954531
-1.8236e-04,0.0422109,-0.953438
-1.8232e-04,0.0417734,-0.958594
-1.8228e-04,0.0423047,-0.949063
-1.8224e-04,0.0422266,-0.953438
-1.8220e-04,0.042625,-0.949063
-1.8216e-04,0.04225,-0.967344
-1.8212e-04,0.0425078,-0.955313
-1.8208e-04,0.0428672,-0.957031
-1.8204e-04,0.0423047,-0.961719
-1.8200e-04,0.0433203,-0.955
-1.8196e-04,0.0422266,-0.967344
-1.8192e-04,0.0429062,-0.963281
-1.8188e-04,0.0426641,-0.957344
-1.8184e-04,0.0433984,-0.967656
-1.8180e-04,0.0426094,-0.966562
-1.8176e-04,0.0433047,-0.958594
-1.8172e-04,0.0432031,-0.965
-1.8168e-04,0.0433047,-0.97125
-1.8164e-04,0.0433047,-0.980781
-1.8160e-04,0.0434219,-0.977187
-1.8156e-04,0.0435391,-0.975625
-1.8152e-04,0.0433984,-0.974063
-1.8148e-04,0.0437578,-0.986875
-1.8144e-04,0.0436172,-0.974063
-1.8140e-04,0.0431016,-0.977656
-1.8136e-04,0.0431797,-0.981562
-1.8132e-04,0.0426641,-0.958125
-1.8128e-04,0.0431641,-0.958125
-1.8124e-04,0.0434219,-0.968125
-1.8120e-04,0.0433828,-0.9725
-1.8116e-04,0.0442344,-0.971719
-1.8112e-04,0.0443203,-0.975625
-1.8108e-04,0.0445547,-0.98875
-1.8104e-04,0.0443594,-0.994844
-1.8100e-04,0.0453125,-1.00156
-1.8096e-04,0.0447734,-1.00703
-1.8092e-04,0.0452109,-1.00359
-1.8088e-04,0.0441172,-1.00469
-1.8084e-04,0.0446953,-1.00797
-1.8080e-04,0.0438203,-0.9975
-1.8076e-04,0.0443984,-0.989219
-1.8072e-04,0.0444922,-0.988438
-1.8068e-04,0.0445391,-0.997969
-1.8064e-04,0.0446953,-0.989531
-1.8060e-04,0.0445781,-1.00797
-1.8056e-04,0.0454297,-0.99875
-1.8052e-04,0.0457109,-1.02031
-1.8048e-04,0.0458906,-1.01063
-1.8044e-04,0.0459453,-1.02469
-1.8040e-04,0.0456484,-1.02219
-1.8036e-04,0.0458672,-1.02625
-1.8032e-04,0.0450938,-1.02109
-1.8028e-04,0.0456094,-1.02266
-1.8024e-04,0.045375,-1.00516
-1.8020e-04,0.0453516,-1.01937
-1.8016e-04,0.0451094,-1.00469
-1.8012e-04,0.0458672,-1.00234
-1.8008e-04,0.0453906,-1.01984
-1.8004e-04,0.0462109,-1.01156
-1.8000e-04,0.0459453,-1.01156
-1.7996e-04,0.0460078,-1.01984
-1.7992e-04,0.0465078,-1.02859
-1.7988e-04,0.0465234,-1.03172
-1.7984e-04,0.0463047,-1.01984
-1.7980e-04,0.0460703,-1.03344
-1.7976e-04,0.0463281,-1.01703
-1.7972e-04,0.0458906,-1.02625
-1.7968e-04,0.0467656,-1.03453
-1.7964e-04,0.0462109,-1.025
-1.7960e-04,0.0464844,-1.01391
-1.7956e-04,0.0457656,-1.03297
-1.7952e-04,0.0466875,-1.0175
-1.7948e-04,0.0470859,-1.03219
-1.7944e-04,0.0471641,-1.02469
-1.7940e-04,0.0468047,-1.04172
-1.7936e-04,0.047,-1.03422
-1.7932e-04,0.0463438,-1.04406
-1.7928e-04,0.0468438,-1.02984
-1.7924e-04,0.0476016,-1.03734
-1.7920e-04,0.0464063,-1.0325
